,name,latitude,longitude,zipcode,rating,categories,transactions,cluster,centroids
436,Reichenbach Hall,40.7508,-73.98401,10018,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'german', 'title': 'German'}, {'alias': 'pretzels', 'title': 'Pretzels'}]",['delivery'],98,0
437,Pita Palace,40.7172335,-73.94504,11211,5,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'falafel', 'title': 'Falafel'}]",['delivery'],14,1
438,Mr. Taka Ramen,40.70374254,-73.99168097,11201,3,"[{'alias': 'ramen', 'title': 'Ramen'}]",[],160,0
439,101 Wilson,40.70161063,-73.92713881,11237,4,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'skate_parks', 'title': 'Skate Parks'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",['delivery'],153,0
440,"Mexican Tacos, Two Brothers",40.73392,-73.99112,10003,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",[],16,0
441,White Horse Tavern - Financial District,40.70372,-74.01237,10004,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",['delivery'],147,0
442,Mother's Ruin,40.72135,-73.99502,10012,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['pickup', 'delivery']",86,0
443,The Legend Cafe House,40.60992033,-74.00173131,11214,4,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],187,0
444,Laojie Hotpot,40.63897093,-74.00468469,11220,4.5,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",['delivery'],31,0
445,Butler,40.7197884,-73.9591445,11249,4.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],140,1
446,Bua,40.7268537,-73.9838067,10009,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",['delivery'],154,0
447,Calexico Cart,40.72538026,-74.0001002,10012,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],33,1
448,Mo's General,40.71562046,-73.9494481,11211,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",[],14,1
449,Barely Disfigured,40.68309,-73.9928,11231,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",[],59,0
450,Silver Light Tavern,40.71747,-73.95005,11211,5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],14,0
451,Asaba Kitchen,40.686661,-73.93167,11221,5,"[{'alias': 'african', 'title': 'African'}]",[],119,0
452,Bar Goto Niban,40.6807879,-73.9756403,11217,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",['delivery'],134,0
453,One Stop Beer Shop,40.72103,-73.94074,11222,4.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],198,0
454,La Isla Cuchifrito,40.81711,-73.92271,10451,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",['delivery'],136,0
455,Dig,40.7670907,-73.95687673,10021,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]","['delivery', 'pickup']",177,0
456,Ovenly,40.729904,-73.959579,11222,4,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],124,0
457,De Hot Pot,40.66142,-73.96051,11225,4,"[{'alias': 'trinidadian', 'title': 'Trinidadian'}]",[],85,0
458,Anything At All,40.7562,-73.95504,10044,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",[],173,0
459,Nana Ramen,40.681549,-73.928995,11233,4,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",['delivery'],119,1
460,Sonia Restaurant,40.671665,-73.99118,11215,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",[],59,0
461,Parlay,40.64633387,-73.9985003,11232,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],31,0
462,Macosa Trattoria,40.6872641,-73.9449562,11216,4.5,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","['delivery', 'pickup']",163,0
463,Lechonera La Pira?a,40.81565498,-73.906244,10455,5,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",[],42,0
464,Carthage Must Be Destroyed,40.711471,-73.935062,11206,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],103,0
465,Fjord Fish Market,40.674733,-73.981415,11215,4.5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],76,0
466,Bozu,40.7129,-73.95749,11211,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bars', 'title': 'Bars'}]",['delivery'],132,1
467,Reichenbach Hall,40.7508,-73.98401,10018,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'german', 'title': 'German'}, {'alias': 'pretzels', 'title': 'Pretzels'}]",['delivery'],98,0
468,Pita Palace,40.7172335,-73.94504,11211,5,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'falafel', 'title': 'Falafel'}]",['delivery'],14,0
469,Mr. Taka Ramen,40.70374254,-73.99168097,11201,3,"[{'alias': 'ramen', 'title': 'Ramen'}]",[],160,0
470,101 Wilson,40.70161063,-73.92713881,11237,4,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'skate_parks', 'title': 'Skate Parks'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",['delivery'],153,0
471,"Mexican Tacos, Two Brothers",40.73392,-73.99112,10003,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",[],16,0
472,White Horse Tavern - Financial District,40.70372,-74.01237,10004,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",['delivery'],147,1
473,Mother's Ruin,40.72135,-73.99502,10012,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'pickup']",86,0
474,The Legend Cafe House,40.60992033,-74.00173131,11214,4,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],187,0
475,Laojie Hotpot,40.63897093,-74.00468469,11220,4.5,"[{'alias': 'hotpot', 'title': 'Hot Pot'}]",['delivery'],31,1
476,Butler,40.7197884,-73.9591445,11249,4.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],140,1
477,Bua,40.7268537,-73.9838067,10009,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",['delivery'],154,0
478,Calexico Cart,40.72538026,-74.0001002,10012,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],33,0
479,yasouvlaki,40.7803,-73.95312,10128,4,"[{'alias': 'greek', 'title': 'Greek'}]",[],45,0
480,Mo's General,40.71562046,-73.9494481,11211,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",[],14,0
481,Peak,40.7541644,-74.0009082,10001,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'lounges', 'title': 'Lounges'}]",[],150,0
482,Barely Disfigured,40.68309,-73.9928,11231,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",[],59,0
483,Soul Food Kitchen,40.676666,-73.941665,11213,4,"[{'alias': 'soulfood', 'title': 'Soul Food'}]","['delivery', 'pickup']",46,0
484,Nook,40.705189,-73.924549,11237,4.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],32,0
485,Emmett's,40.727303,-74.00243,10012,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['pickup', 'delivery']",33,0
486,Kettl,40.7296233,-73.9581423,11222,4.5,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'giftshops', 'title': 'Gift Shops'}]",[],124,1
487,Bagels & Schmear,40.742899,-73.98331665,10016,4,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],2,0
488,Head Hi,40.69742,-73.97187,11205,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'galleries', 'title': 'Art Galleries'}]","['delivery', 'pickup']",188,0
489,As Is NYC,40.7645799,-73.9914759,10019,4,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],155,0
490,Eastwood,40.714155,-73.987064,10002,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",38,0
491,Cafe Volkan,40.68669,-73.99003,11201,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",['delivery'],40,0
492,Galinha,40.72613,-74.004997,10013,4,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'portuguese', 'title': 'Portuguese'}]","['delivery', 'pickup']",194,0
493,Troost,40.733463,-73.955095,11222,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",['delivery'],124,0
494,Pyza,40.724237,-73.94878,11222,4.5,"[{'alias': 'polish', 'title': 'Polish'}]",['delivery'],99,0
495,Antojitos El Atoradero,40.67893369,-73.98301723,11217,5,"[{'alias': 'mexican', 'title': 'Mexican'}]",[],76,0
496,Belo,40.7461,-73.91584,11104,5,"[{'alias': 'bbq', 'title': 'Barbeque'}]",[],135,1
497,Steinberg's Bakery,40.7068459,-73.9634131,11211,5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],165,0
498,Palmetto,40.701776,-73.923065,11237,5,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",[],32,0
499,The Fly,40.68191,-73.95848,11216,3.5,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",['delivery'],113,0
500,Death By Pizza,40.73917688,-74.00179948,10011,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",[],77,0
501,Peakaboo,40.75403127,-74.00018509,10001,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",[],150,1
502,El Vez Burrito Bar,40.71473564,-74.015635,10282,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",[],5,0
503,Henry's End,40.6987126,-73.9926384,11201,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'bars', 'title': 'Bars'}]",['delivery'],160,0
504,Kong Kee,40.719047,-73.996139,10002,4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],86,0
505,Carmen?? Kitchen,40.70958,-74.00813,10038,4.5,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",[],105,0
506,Golden Eggies,40.723545,-73.985601,11354,5,"[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],141,0
507,FeiLong Noodle King,40.63888,-74.00941,11220,5,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",[],151,0
508,Gongo,40.72931309,-73.98886944,10003,5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]",[],109,0
509,THE HUNTRESS whiskey n' wings,40.7525626,-73.93958727,11101,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}]",['delivery'],23,0
510,Xi??n Famous Foods,40.70919,-74.00934,10038,4,"[{'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],147,0
511,Rafiqi's Delicious Food,40.7273167,-74.00710713,10014,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],101,0
512,Moe's Doughs Donut Shop,40.7243431,-73.9484718,11222,4.5,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",['delivery'],99,0
513,Cachapa On Wheels,40.71744,-73.958,11211,4,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],140,0
514,Bake Culture,40.64381,-74.07618,10301,5,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",[],87,0
515,Jiang Nan,40.71681949,-74.0387321,7302,5,"[{'alias': 'chinese', 'title': 'Chinese'}]",[],84,0
516,Sixty Three Clinton,40.71946,-73.98498,10002,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",[],38,0
517,Yolanda's Tamales,40.821342,-73.953975,10031,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],114,0
518,Liu's Shanghai,40.60264119,-74.00387665,11214,4.5,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]",[],95,0
519,Shipwreck Gourmet Fish Boutique,40.6881156,-73.9546684,11216,4.5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],11,1
520,Yaki Taco,40.68820697,-74.01771315,10004,3.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'japanese', 'title': 'Japanese'}]",[],143,1
521,CAVA,40.721964,-73.996499,10012,4,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]",[],86,1
522,Terry and Yaki,40.76732946,-73.96303739,10065,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'halal', 'title': 'Halal'}]",[],104,0
523,Inday,40.70233,-74.01147,10004,4.5,"[{'alias': 'indpak', 'title': 'Indian'}]",[],147,0
524,Lisa's Dumplings,40.76894692,-73.98240671,10019,4,"[{'alias': 'chinese', 'title': 'Chinese'}]",[],30,0
525,Lox,40.70638881,-74.01866584,10280,4,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'kosher', 'title': 'Kosher'}]","['delivery', 'pickup']",5,0
526,Golden Steamer,40.71877,-73.99679,10013,4.5,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],86,0
527,Talon,40.70104192,-73.91436204,11237,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],130,0
528,The Williamsburg Hotel Restaurant,40.72161,-73.95884,11249,4,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","['delivery', 'pickup']",140,0
529,Chiu Hong Bakery,40.71952308,-73.99641435,10013,4.5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],86,0
530,Joseph Leonard,40.73360217,-74.00167541,10014,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}]",['delivery'],33,0
531,Sugarcane Daddy,40.71678,-73.99968,10013,5,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",[],86,0
532,Union Street Cafe,40.67817,-73.9853,11215,4,"[{'alias': 'diners', 'title': 'Diners'}]",[],76,0
533,Izzy's Brooklyn Smokehouse,40.66487,-73.9369,11213,4,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]","['delivery', 'pickup']",156,0
534,Sea Witch,40.660818,-73.993535,11215,4,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],97,0
535,The Mean Fiddler,40.7600569,-73.9871765,10036,4,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'pickup']",184,0
536,232 Bleecker,40.730195,-74.002577,10014,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],33,1
537,Yaadman Thing,40.64639213,-73.95680361,11226,5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'catering', 'title': 'Caterers'}]",[],148,1
538,Bravest,40.747115,-73.973961,10016,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",88,0
539,Frying Pan Brooklyn,40.657524,-74.007809,11232,4,"[{'alias': 'eatertainment', 'title': 'Eatertainment'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],8,0
540,Jus' Bad Food,40.75816214,-73.95468835,10044,4.5,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",[],173,0
541,Cervo's,40.7149,-73.99132,10002,4,"[{'alias': 'seafood', 'title': 'Seafood'}]",['delivery'],62,0
542,Terroir Tribeca,40.718805,-74.00999878,10013,4,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","['delivery', 'pickup']",125,0
543,Ebisu Life Store,40.7205,-74.00113,10013,4.5,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'drugstores', 'title': 'Drugstores'}]",[],194,0
544,Acme Smoked Fish,40.72542,-73.95662,11222,5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],99,0
545,Aloha Sushi Bar,40.6931,-73.97216,11205,5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'seafood', 'title': 'Seafood'}]","['delivery', 'pickup']",188,0
546,One Lenox,40.76106,-73.96124,10065,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","['delivery', 'pickup']",104,0
547,Cantina 48,40.76497,-73.99607,10036,4,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],155,0
548,Bakeri,40.73431,-73.95753,11222,4,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],124,0
549,Holy Ground Barbecue,40.7230819,-73.9540159,11222,4.5,"[{'alias': 'bbq', 'title': 'Barbeque'}]",[],99,0
550,Izzy's Brooklyn Smokehouse,40.66487,-73.9369,11213,4,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]","['pickup', 'delivery']",156,0
551,Sea Witch,40.660818,-73.993535,11215,4,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],97,0
552,The Mean Fiddler,40.7600569,-73.9871765,10036,4,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['pickup', 'delivery']",184,0
553,Yaadman Thing,40.64639213,-73.95680361,11226,5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'catering', 'title': 'Caterers'}]",[],148,0
554,Bravest,40.747115,-73.973961,10016,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['pickup', 'delivery']",88,0
555,Frying Pan Brooklyn,40.657524,-74.007809,11232,4,"[{'alias': 'eatertainment', 'title': 'Eatertainment'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],8,0
556,Jus' Bad Food,40.75816214,-73.95468835,10044,4.5,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",[],173,0
557,Cervo's,40.7149,-73.99132,10002,4,"[{'alias': 'seafood', 'title': 'Seafood'}]",['delivery'],62,1
558,Terroir Tribeca,40.718805,-74.00999878,10013,4,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","['pickup', 'delivery']",125,1
559,Ebisu Life Store,40.7205,-74.00113,10013,4.5,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'drugstores', 'title': 'Drugstores'}]",[],194,0
560,Acme Smoked Fish,40.72542,-73.95662,11222,5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],99,0
561,Aloha Sushi Bar,40.6931,-73.97216,11205,5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'seafood', 'title': 'Seafood'}]","['pickup', 'delivery']",188,0
562,One Lenox,40.76106,-73.96124,10065,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","['pickup', 'delivery']",104,0
563,Cantina 48,40.76497,-73.99607,10036,4,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],155,1
564,Bakeri,40.73431,-73.95753,11222,4,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],124,1
565,Holy Ground Barbecue,40.7230819,-73.9540159,11222,4.5,"[{'alias': 'bbq', 'title': 'Barbeque'}]",[],99,0
566,Fulgurances,40.72943,-73.95738,11222,4,"[{'alias': 'latin', 'title': 'Latin American'}]",[],124,0
567,The Local Bar and Cafe,40.7495622,-73.9477008,11101,4.5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",[],23,0
568,Blind Tiger Ale House,40.731926,-74.003223,10014,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",['delivery'],33,1
569,Papelon con Limon,40.693953,-73.93026,11221,4.5,"[{'alias': 'venezuelan', 'title': 'Venezuelan'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'salad', 'title': 'Salad'}]",['delivery'],153,0
570,DumboLuv,40.70327,-73.98676,11201,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",['delivery'],80,0
571,Hong Kong Street Cart,40.743203,-73.988795,10010,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],146,0
572,Berry Park,40.7224719,-73.9552526,11211,3.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",['delivery'],99,0
573,Panchos,40.8015,-73.96534,10025,4.5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['pickup', 'delivery']",6,0
574,Goodnight Sonny,40.72768,-73.98502,10009,4,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['pickup', 'delivery']",109,0
575,Chef's Table at Brooklyn Fare,40.75619308,-73.99660909,10018,4.5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",[],34,0
576,Magnolia Bakery,40.75116242,-73.99515052,10007,4.5,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",[],34,0
577,Henry's Rooftop Bar,40.754799,-73.97314,10017,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",[],88,0
578,Katagiri Japanese Grocery Store,40.76086,-73.96556,10022,4,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",[],104,0
579,Brooklyn Lantern,40.73762681,-73.95351014,11222,3.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['delivery', 'pickup']",47,0
