name,id,latitude,longitude,zipcode,rating
Caroline Sinno Photography,vbEaav2wy21AQRgCMpp1Cg,40.7076158,-74.005871,10038,5.0
Manhattan Park,_Q9vm2_wOgCEuEoPtloCSg,40.7651882618666,-73.9474289864302,10044,2.5
30 Lincoln Plaza,7Rmgi4N8Irg-lCkvnJr1AA,40.7704996,-73.9815465,10023,3.0
Quinn,gjpF62XcwKg-ajmaCdPj7A,40.71410680560648,-74.04135123638056,07302,5.0
The Helena,D6hfu6hlTJY4nIS4Jc_Dhg,40.770774,-73.991683,10019,3.0
Greenwich Club Residences,2lrGonuqD4KrMedi3Ev47Q,40.7078238576651,-74.0137110650539,10006,4.5
Harrison Station Apartments,_C7pipjQrGYJ4n6pZL2mLg,40.740364,-74.157386,07029,2.5
333 Grand,lRfjKtgiFy6wbhj0Q12Yyw,40.71641,-74.04882,07302,4.5
90W,eMLm4CNH5HEx4f3a9VZkOQ,40.7080231259925,-74.0147531032562,10006,1.5
Renaissance,alINd3AAGHQVmC37oeYI8g,40.707818487645504,-74.00657433157647,10038,1.5
Tribeca Pointe,J9lqj2sz7bK1SWLHkmgaRg,40.7178802,-74.0157471,10282,1.5
Crystal Point,UIsmsoLRgv05lXuBobRKtw,40.721416540482,-74.0320257141168,07302,4.0
Cityspire Condo,e000iVOp82TW_R9bnv17aA,40.7642846,-73.9796854,10019,4.5
Moda Realty,BJKX-PSnwb4Zb5ilQN47yQ,40.8874608,-73.9075489,10463,4.5
The Grand Tier Luxury Apartments - Glenwood,W0aWvRD3gdbv_bUVw6K9-w,40.772434,-73.981697,10023,4.0
Innovation Shades,uajm10BNB41ZXan8mf-HxQ,40.7221818,-74.0079635,10013,5.0
The Parkline,eMM_4DgAItHdNq8j-Dp3cQ,40.657971262338,-73.9611196296298,11225,2.5
Parkhill City,8q_AnZJ4v53IoQ8XXKX2Gg,40.705129,-73.8054458,11432,2.5
568 Union Ave,ZFAly7KAt6edQRpwI1oH_g,40.71778,-73.95181,11211,5.0
Furnished Apartments,QeiJh2u67mqkbch9XFJSFg,40.762738,-73.961035,10065,3.0
Vermella Harrison,fpzpc8iD8JgSeJsoZHiBuQ,40.7351742,-74.1551931,07029,3.5
Donald Lai - The Corcoran Group,kbVBarISlE1Hwz8W2Xu36Q,40.7156859,-73.9600051,11211,5.0
DVORA Hamilton House,Xfwxwk0nJ3AtYc8kYqhJOA,40.72929,-74.05065,07302,4.0
Halletts Point,k7f_hByzsTIFqBVaApBwmQ,40.7737968,-73.9367056,11102,1.5
Helmsley Medical Tower,DSD9GcdK8rV94cEHzRTCCw,40.76565416853088,-73.95430224110446,10021,3.5
The Visionaire,vxNi_mu1n0seWrhCha64bw,40.7070148402416,-74.0169041066752,10004,5.0
The Victory,sU6Qn1Us5khHpfCx4KrT2w,40.75923137727909,-73.99606561442789,10036,3.5
Brown Harris Stevens - Cobble Hill,b_Omx_I-AEqDU3-cbLJL2Q,40.6888454909148,-73.9931443138306,11201,2.5
66 Pearl,N9hPhrv61RzpfOjQELCnwg,40.703267,-74.010415,10004,3.5
The Thread,T924OjLho4Uv7fpjJHJMUQ,40.7706,-74.02569,07087,5.0
Manocherian Bros,vd5gAz5UDHheg8WaRkvbTw,40.76103,-73.96765,10155,2.5
be@schermerhorn,t_u3pGI0nc_iPP55JymahQ,40.68953,-73.98647,11201,3.5
The Ashland,32AnpasJ73cct3n6j5E6lw,40.6876261,-73.9784665,11217,3.5
Mercedes House,QZivJ_neDpqtCmDGsu9TVg,40.7677253,-73.9915642,10019,2.5
North Park Apts,hWgRtBKEeWhYGfK76BLkjQ,40.795597076416,-73.9630889892578,10025,5.0
Zen Space Makers,cmsa8WcoDKaXlIdmiDaR9A,40.656675050291696,-74.00719069162439,11232,4.0
1125 Jefferson,HmgbxOCcjqGvT6aX-k8-qQ,40.7518699,-74.03393,07030,5.0
46th and Lexington,lG9FM31F441zholUYbw8Mg,40.75277,-73.97491,10017,5.0
Carpet Time,0P6LFJD0IjaEQ_jQfhg2Kw,40.7535988,-73.9072326,11377,5.0
Fordham Terrace,l1nyuSTvnu7bSD7_fTHObQ,40.864,-73.90685,10468,3.5
1 QPS by Stonehenge,G80oZZ03M6JEESuWy4_Ygg,40.750597,-73.942264,11101,3.0
Casino Home Inspections,JMso_-0TyF3EIhm8i1X_nQ,40.7821,-73.80042,11357,5.0
NY Living Solutions,rWKC5y0AqHDKMQdMySiwDA,40.7242258,-74.0032987,10038,5.0
Journal Squared,7PY5RkvJvtkRfmLOjbs0fQ,40.73264749374902,-74.06112751140418,07306,2.0
Avalon Cove,GoP-XnPp8mEtmq3n9ZRBTA,40.72296,-74.03499,07310,2.0
740 Park Avenue,XVCg7lB_FlwztDtS3S60lw,40.7708428856678,-73.9649451524019,10021,4.5
The Grand,34k4afItX1TY8ocLEMRDEw,40.84568,-73.90962,10457,2.5
The Grove,l5bbc1jZOjWz1RJKw3krKg,40.74212,-73.99895,10011,2.5
535 W 43rd Street Apartments,95A3Vk4lncSYqttxUmUy2Q,40.7611585,-73.9966607,10036,1.5
Upper East Side Apartments,W-XAfDZRuOitMCRfBB0hUA,40.7604408,-73.9710388,10022,5.0
Devonshire House,IswCLjy9S8vICpSPdkGIaw,40.7324,-73.99363,10003,3.0
Chinese Movers,O7VBTQQ27AUPVTSBPVNsJQ,40.611235,-74.002486,11214,4.5
Stonehenge NYC,IWRL_Wg9uRJSjBoqty8fCA,40.76295,-73.98329,10019,3.5
MySpace NYC,t2e6ctpT4GQ7P4rpQ18LoA,40.6739591,-73.9570342,11238,3.0
The Delmar,90vw9EzM7PsqRTiYWmfltA,40.750618,-73.93792,11101,5.0
East River Place Park,_pTI0mOwZPbHIUK15Nr4Kg,40.766512,-73.951335,10021,5.0
The Mayfair - 145 Fourth Avenue,PSPj4lvd1HfIjSTFjB3ReA,40.73371,-73.98968,10003,2.0
The Marlowe - Glenwood,QClLGtS8SiR-v1v37Mwvbg,40.77627,-73.95765,10028,5.0
Hamilton Square,fcuC7-lR699wDy1I3jVhBA,40.72778,-74.04349,07302,5.0
Kips Bay Towers,fL3JwaOz0DYhpdwlRo2ajA,40.7432283,-73.9757944,10016,5.0
EHS St. George Towers Residence,MdRmPxiH3HNnAuaRCZZirg,40.6977,-73.99357,11201,3.5
The Doric Apartments,NVRRIkUnTCzE1Y-kckWHIw,40.7521286,-74.0377579,07087,4.0
Avalon North Bergen,aBCm1-OtcLBKwBWmytTV3A,40.789542238521506,-74.02405026441993,07047,4.0
Hudson Crossing Apartments,baSpB6GIy4RP04yvzu3KeA,40.755322,-73.9932872,10018,3.5
70 Greene Apartments,OUAPrw2YkXhJvxdRpNyswQ,40.71474758573569,-74.0358284021428,07302,2.5
Liberty Realty,Af-whaKpvj5GTZadWL0jww,40.7408576,-74.0283263,07030,4.0
Riverton Square,q0qVdPWpBdwIF2gtOJgATg,40.813825,-73.935585,10037,2.5
Yoreevo,b0xd-9FAho_iSZSQT0OMnw,40.7383,-73.99946,10011,5.0
The Lucerne - Glenwood,c0ahNIRticMKSbYSqLo0xw,40.77228,-73.95331,10075,4.0
The Landings at Port Imperial Apartments,eHfqFJHlFpgwUBlqIIlT4g,40.784205,-74.0027412,07093,4.0
EHS New Yorker Residence,_RUKDtEYJqTyC3kuuWUGxA,40.7527038,-73.9934785,10001,3.0
Crystal Glass & Mirror,w2gYchfPiqc1lb__ju2G4Q,40.68151,-73.9836,11217,5.0
Waterside Plaza,O35ovoobVhFl8GBRgNeDhg,40.738007,-73.973694,10010,2.5
The Pierre Apartments,bRTsJFWsFur4sDa4iEMsCQ,40.88936,-74.05578,07601,4.5
Fast Tech Pros,4J8ld4wlvuHDQPuNLybLnw,40.7117711606293,-74.0066720134277,11205,5.0
Theater House,NgvZn5ub7JKo0GvPcgyrHQ,40.745272,-73.976278,10016,4.0
C+C Apartment Management,I0XCVv-fEr18AwgS7dUU-g,40.80213,-73.94086,10035,2.0
Elika Real Estate,chiCaEE2yJW9hI-10Qs4GA,40.7283298,-73.9921394,10013,4.5
The Capstone,e3YBzyXOlZZhlNpWI7o38w,40.782505757294864,-74.0058408861355,07093,4.0
Hylan Dartmouth Staten Island Apartments,_GSZpYfD59vfymM7yhlR3Q,40.605018,-74.075592,10305,2.5
Shorecrest Towers,Q0tAd_jugi-LnHyJ4vRW_g,40.577538,-73.968757,11235,1.5
VYV,BOux5W19Z4v3aZVrgCztUQ,40.7241114010312,-74.0376819300394,07302,2.0
Nooklyn,6DcIaKiBgBQRotGdGjK5dQ,40.6726966070093,-73.9571541476357,11238,4.5
Avalon West Chelsea,FG5hRQPw1riv5AhQhxT5Cw,40.752172,-74.0041059,10001,3.5
The Beacon,pl5oj67rGj9aEZ13WCXsTA,40.72195489568489,-74.06463456106769,07304,4.0
The Drake,OO80RuiZYm2m2uujWWQ0ew,40.73293,-73.8579199,11374,1.5
The Braswell Team at Compass,Sw5SWsfe-U2AOSMnfMN1hQ,40.7410202026367,-73.9995574951172,10011,5.0
NYCMedHousing,DiJp-jnCrsLX5lqsK08-4Q,40.6897476,-73.9823681,11201,5.0
Avenue Design Group,ghk-tKn15WUN5FBRRDnl5w,40.7413163,-73.9783844,10016,5.0
15 Central Park West,ZC5ij52-JJJHLPlw5rT9ag,40.76973,-73.98088,10023,5.0
TF Cornerstone,PcwQek0BVFsyLdBet13uAw,40.7459599,-73.9575,11109,2.0
OpusArts Painting & Design,rmNsCzTOvVHOH8L2sIAy1Q,40.6327681,-74.0085738,11220,5.0
GoGo Furniture,JtF1ojaRWcBU78WKQ1LI1A,40.68965,-73.9825,11201,1.5
The Ritz Plaza,wTxF75jYvbI_mY8A1kdBmA,40.76079,-73.98606,10036,3.5
The Arthur,SuAEcuBtJLUJ8tFa5WpnTQ,40.7463417,-73.9963989,10001,1.0
Hudson Tea Building,extWli8m02wxqcG3V6XKOw,40.754933,-74.025627,07030,4.0
Janovic Paint and Decorating Center,upGzx7KmGZetOY51nEi1Lg,40.723954,-74.0034437,10012,5.0
Hudson Harbour Condominiums,GauW6Ck13y1zJZPyF7NKeA,40.835195,-73.969935,07020,4.0
AKA Times Square,oGrqpNobnUiujtUM3DYGIQ,40.7568092346191,-73.9841613769531,10036,4.0
VINE Apartments,VGFfixre8apoJbTuSY91GA,40.749232,-74.03767,07030,4.0
The Lyric,VPyTATKlTBs--74GpitlmA,40.7936568,-73.9730942,10025,2.0
25 Broad at the Exchange,KW9AXYzKVsijvs7QiH9ZVQ,40.70606,-74.01114,10004,3.5
The Sierra,hcRhTR25b7mUUw1GPtmxRw,40.738567,-73.997812,10011,2.0
NYC Floor Pro,fivdRCYu2RUV-Dr-Q1uHhw,40.75013,-73.97058,10017,5.0
Hahne & Co,gQo_473Kf4AYKDyo39CoAA,40.740733,-74.1711359,07102,4.0
Equity Residential,TF8-vo3o3M0e1qTV_46tKg,40.73081,-74.00925,10014,1.5
The Silverstein Collection,KDE_U188W7jBOO0HW5aEOw,40.7244733,-73.8512455,11375,4.5
The Nevins Condominiums,Vt0VJC13pXbBgQD7udgVqA,40.6874383985996,-73.9820120483637,11217,4.0
221 Bergen,5kb_snc_Btd8q4AyU07HAg,40.743017847,-74.1596108439767,07029,4.0
30 Park Ave,TWwbQVsYbchYoe_-DOdLYw,40.7483215,-73.9809875,10016,3.5
Spaces Fort Greene,zDNP-krqIsqZ358Yi-Wdrw,40.68757,-73.97961,11217,4.5
Gramercy House,7qGelIopJskH3MLtEgf9hQ,40.737377166748,-73.9860916137695,10003,5.0
River Place,ptBiGKOX23a6ZMsk79GQ4Q,40.761431,-74.0001225,10036,3.5
7W21,9CWXUHtQejBTPn0yRets9w,40.74094,-73.99114,10010,3.0
Crosstown Management,yeijVUkpMkb5PIDXi0IV5w,40.72923,-73.85857,11374,5.0
Manhattan Apartments,SxRPDaZoiz6oi8jAJ429PA,40.7787895,-73.9785767,10023,5.0
Rivercross,zBYQWQ6P2qjxz_FX7SBUhA,40.7615399,-73.95034,10044,5.0
truffles,f6FBRPnsy1CxzTmefn-q1A,40.7238,-74.01089,10013,3.0
The Atelier Condo,k_gU692NBEKsHw20aqy5JA,40.7615713941489,-73.9993920120651,10036,2.5
100 Maiden Lane Apartments,vco1AKLBngmCagubwwFMew,40.706718,-74.007217,10038,3.0
WGD,_xJL04ftjFNM18693XfBtg,40.69347,-73.99052,11211,5.0
NY City Blinds,YDav8e_xCeKRGSgyzc1Isw,40.77080988303325,-73.95140309550422,10075,4.0
Normandie Court,3-Dk11GbiZq42ApaCAokQQ,40.7845051,-73.948407,10128,2.0
515 Ovington Ave,ENnfOLkalwwar_vagEoMkA,40.6326103,-74.0206375,11209,1.0
Dermot,W040SFsm6ofzHGBnla8EgQ,40.76021,-73.9837,10019,1.5
Novo417,FXMaNZriCVI-aNILmKFvSQ,40.72338,-73.99264,10022,1.0
Rutherford Station Apartments,ilVbXmX_SiQ_BE5dTlIqRg,40.830183,-74.100644,07073,4.0
Homepolish,QfbBeHzj769Co3xPqIqXVw,40.7431813,-73.9908424,10010,4.0
Plaza 400,qKotOxrLpL6adHwh-WAz2A,40.7571,-73.96312,10022,4.0
Frank Galeano Real Estate,V4FJlkw-yuwZtzJAhqEkgQ,40.68438,-74.00333,11231,4.5
163 Washington Ave Apartments,-oCaMxgqPK3UuAh8hd38nQ,40.693924,-73.966472,11205,1.5
33 Gold Street,egD8GKviOiRSW3bLD7af2A,40.70884,-74.0058899,10038,2.0
63 Wall Street Apartments,fBEcYN0Md6bCPh4oHK_lHQ,40.70579,-74.00859,10005,2.5
The Oosten,Gp5G356jY3XwBQYQleguxQ,40.7096138,-73.9683838,11249,3.0
Brown Harris Stevens - Brooklyn Heights,n3adGF9VZiPrCnkkKl4HZw,40.69495,-73.994033,11201,3.0
The Bristol - Glenwood,Q1OJ3CbtGvnIMPt8ZC_27w,40.75822,-73.96519,10022,3.0
323 PINE,St3k_kX4MU-vtr3vRyAZgA,40.71372,-74.05705,07304,5.0
Grand Adams Apartments,Hxf2X5ChNqmfbePQbeQJ6A,40.741114,-74.035802,07030,2.5
The Corinthian Apartments,TOdnDfv25IyHJLmwSJR95Q,40.746215,-73.9724369,10016,3.5
111 Kent,4c0TkEsGMGCMeV1i2w6qew,40.72037,-73.9615,11249,2.0
Symphony House,MgKMBi3cz4uA2kl6uaxzZw,40.7659759521484,-73.982551574707,10019,3.0
Silk Bldg Condo,8p8nUbbcTwiox1UAgoBKiA,40.72807,-73.9937999,10012,4.0
LaMatto Properties,iXJ-xoqHckElrB8USkUjSA,40.717199,-73.944585,11211,5.0
"MCKB, Manhattan Center for Kitchen and Bath",TzLYK8onmatghphdhPOnvw,40.7439994138234,-73.9911245767212,10010,3.5
Flushing Commons,RYIt-WpUKQukRUJ247rzDw,40.7604456744499,-73.8295700806307,11354,4.0
New York Tower,aETPJh69h324jjnKGYUA1A,40.747184,-73.97245,10016,2.5
Tudor Realty Services,1_47gIdCSaklnTFq5MZcvw,40.7381061,-73.9880919,10003,1.0
90 West Street,h1rtSs9bRGsinjNSm1527Q,40.7044963589011,-74.0138066455078,10006,1.5
The Oakman,4q-eNjz4POs23PWTC9R4DQ,40.7215749874101,-74.0405031478851,07302,3.5
Furnished Habitat,wv-JH5cPTKlOm4q0vliDIg,40.7480199,-73.98466,10016,5.0
Harbor Landing at Garvies Point,95L2yFUbK2EYO4X2Gbw7ng,40.8629000000276,-73.6366000000966,11542,3.5
Dixon Mills,RClT4Z1EnMiUG2H0mKznEA,40.72061,-74.04871,07302,3.5
One Third Ave,rWe4FXftaWDNmAIJphDm4Q,40.738874450326,-73.6404736340046,11501,4.0
Residence Hall,LViMlTlzEtxVkP7fKCYBMg,40.6358854,-73.9519599,11210,1.5
TLF Realty Group,Yn77OLT7EfmEO6p1EzfoXA,40.86897,-73.91706,10034,3.5
Management Co Babad,nSoCJqye-xfS4_MDkyd2DQ,40.73277,-74.0088899,10014,1.0
Monterey at Lex,8DCpXRmNsJU-_xHDoe_vuQ,40.7863802,-73.9503972,10029,5.0
Columbus Square,8jDP2w5eGadoUmp9zuToIw,40.793919,-73.967321,10025,3.5
Welcome Home Real Estate,B7TNQcZDH4dh-sCZhEeW4A,40.74684,-73.91745,11104,4.0
Organized by A,zXQNcPK98o8qy-WTwXIbFQ,40.76387,-73.98619,10019,5.0
Summit NYC,KMg2gAFtSs_w85fhlQEvHw,40.75149,-73.97235,10017,2.0
The Wellesley,ZgmGl9C8sj59fCkEtXQHtg,40.7695353,-73.9604575,10021,4.0
Leon Cato Photography,D12GGez6RZccaDbTcTkBMw,40.7388038635254,-73.8783798217773,11373,5.0
Slate NYC,ktH1OaCV4TF7exqWdcd2Mw,40.737660063540275,-73.98861819999999,10003,3.0
Grove Pointe,elR4ABeyfhTYvBxGVmiV1g,40.719832,-74.042177,07302,2.5
Riviera Electric,oaTJLHaf1VaNme0ua7XF2A,40.64624,-74.00595,11220,5.0
Rennit NYC,UNeDul3QhTZBSfKchqsYKA,40.697911,-73.93638,11206,4.5
The Andover Luxury Apartments - Glenwood,jtmx2Ic2VpF_aiAcXLf3Dw,40.77767,-73.94626,10128,3.5
Artistic Stone,HOCvCHdWBTGRGJyYIZKMoQ,40.6998084,-74.2325595,07205,4.5
Ocean Luxury Apartments,y5RP4qLPQm-W5CqXFykMOg,40.7050343602896,-74.0173353999853,10004,1.5
BRG Talbot,OW9AWJDQ4gGCBOMu-Iyi_g,40.709782,-73.828272,11415,5.0
AKA United Nations,7ir_mQ4z_KUfLbjINctexg,40.75257,-73.9714,10017,4.0
The Villas,OZgXlS-grwtJEq2XFKxwyQ,40.710935,-74.298061,07081,4.0
80 Meserole Street,LNL8Wc9mDeqnXusHOtYL_Q,40.7077213,-73.9468512,11206,1.5
Horizon Realty,AFFeQzMhv4QS9F54yN5dkg,40.757969,-73.917139,11103,1.0
Lumen Home Designs,CDys3g9_vgdEZRTHBT1c2g,40.760827,-73.986223,10036,5.0
The Milan Apartments,B77IdqofelZbKz9QNgpM5Q,40.742984,-73.993721,10011,1.0
555 Ten,HU9Uiq01M8AtfPlmlmVmqQ,40.758759,-73.996271,10018,2.0
Van Dyke Houses,zgbC-TDshwTyVyu5Fbd2wg,40.6631355285645,-73.9049072265625,11212,2.5
Oxford Property Group,1zUTlXfHDY_e7v1k_DaaHg,40.750899,-73.983983,10018,4.0
Locksmith Brooklyn-4-U,WAAaGuFn_bhGYD1Qyry1EA,40.714091,-73.960087,11211,2.0
Mirador Real Estate,umxZyIyfbJE73R5N2MfErA,40.734065,-73.9937052,10003,4.5
Harbor 1500,imLnQdgulN0SdMEBcqcPcQ,40.76103885678825,-74.02094026483866,07086,3.0
Wall Empire,mBWn2-o6Pmjmxjby_PJdkw,40.7459698,-73.9869095,10001,4.0
The Harper at Harmon Meadow,AQrKBjnJQAorkT2G-qlHFw,40.789303,-74.040685,07094,2.5
American Copper Buildings,o01paOksXf9eDxEoTLL4Iw,40.74446,-73.97194,10016,3.0
The Octagon,5q8k7rizrzggcqA6N44ogQ,40.76895551741983,-73.94371211528778,10044,2.5
150 Clermont Ave,AgZH7Lqf0pHLrmXIpFFfDQ,40.6935878791803,-73.9711795870141,11205,1.0
The Tempo Apartments,puz0knavPyblKAqNA5-OFg,40.779676,-73.982653,10023,5.0
RiversEdge at Port Imperial,aTbKrC1UR9LuMnLsvCyWnw,40.772506,-74.013229,07086,2.5
3rd Space,MxSi9Siv0up4y5jVWAr6Ug,40.7308,-74.16695,07105,5.0
Grymes Hills Apts,SwgLWAjtb7ZgZVVyeyL5iw,40.6197295,-74.091566,10301,3.5
Tahar Décor,Wvfhr-LpZk7UmWm1FXEJPw,40.7715759277344,-73.9264831542969,11102,5.0
200W60,TvUiNy0S6n98BGEXAcOXDA,40.7710018,-73.987724,10023,3.0
Gypsy Housing,Vp_0nTO_Q5klxSAg9smC_g,40.701351,-73.918923,11237,3.5
31 Ocean Parkway,OBX_CfxloTzoyqPaRrcr0Q,40.649787,-73.974121,11218,2.0
One Madison Park,JQ_bUKc2rYX2h3XTxVYLkg,40.7405090332031,-73.9881057739258,10010,5.0
Linden Plaza Apartment,nKAIsT6sBBWIGMMwFpQV1g,40.672799,-73.866115,11208,3.5
Brooklyn Equities 11,ZyXyowvwMWDEAcGafREePw,40.6950954347849,-73.990892842412,11201,1.0
K&R Realty Management,I_0djwlONzuhDCq4HnQnJA,40.80596,-73.95558,10026,2.5
Ground Up Home Inspections,d6hNAcJpRVQ4tO0L9uvIKw,40.78725,-73.81181,11357,5.0
East Gate Apartments of Nutley,0tEz5XjJbq5993pAlDcTjg,40.807269,-74.142578,07110,5.0
The Wyoming - WAM Partners,1EU79qzoxq3Y8HRymPAgyw,40.763847,-73.980759,10019,3.5
R.E.M. Residential,iNVZEp6EY1A-h3GgpfZXqg,40.7509099999999,-73.985109,10018,4.5
Related Companies,EIXcBl4MYli8vAe-EkUVZg,40.753553,-74.002607,10001,3.0
Avalon Morningside Park,a8Sj9JvZoyn6sUpOZ1w3-Q,40.80233,-73.96171,10025,4.0
20 Pine Street,t-Z5aB5_W8CfZh6M3krJQg,40.70758,-74.00987,10005,3.5
333 River Street Apts,hUuOnXY_89qkLbqpJCl8Jg,40.74083,-74.02748,07030,2.0
Steel Works Apartments,u5PVawBxeMrubFZ1wLqB8w,40.735729,-74.154635,07029,4.0
475 Clermont,fDq266GUgXTbaYe3rjILAA,40.6838500827595,-73.9689544946786,11238,3.5
Skyline Apartments NYC,ToX-NqifxsFLqN_zlN8lqg,40.74591,-73.97854,10016,5.0
Harbor Pointe,869MWpr8CRk86oFqETEvGA,40.67091999744051,-74.09843613265228,07002,3.0
Modern Spaces-Astoria,SNFFgEAHp6grALkoPt2VVA,40.7655153,-73.9184711,11103,4.0
Beaudoin Realty,PDFH7cuRe4oxsvdFAIgNfw,40.7495726,-73.8873768,11372,4.0
Lindsay Park Housing Corporation,MDn-EILPX_TAEoxqAWGN3g,40.706365,-73.9501727,11211,3.5
Northridge Coop Section 2,vbWplXDOtZNcbwHkLIi5fw,40.7578709,-73.8780286,11369,4.0
Seward Park Cooperative,NCCxP6osFYS82NkZCl-woA,40.7152844069904,-73.9864156948471,10002,4.0
Joanna Mayfield Marks - Brown Harris Stevens,DVdvV-Db6Bx7Cq7ejXR_Zg,40.6743,-73.97573,11215,5.0
Foundry Lofts,SapmIQqxUyBYGyl5I3-xwA,40.7096678,-74.0601588,07304,3.0
Copperwood Real Estate,EJ2SsP_6qzG3hiTD96VUcA,40.77625,-73.95173,10028,4.5
"Charie Properties, LLC",P9R8wyUHyer2mnyQCVeZcQ,40.73408,-73.99177,10003,4.5
Heatherwood Luxury Rentals,ZORtgn8eUBK5UN-cJ9Dj7Q,40.8060323,-73.2730123,11725,1.0
The Oyster at Edgewater Harbor,OGAAJdHV56CtWIDap_BkXg,40.8040084838867,-73.9912109375,07020,3.5
Rocket Factory Lofts,cR60xxB4MGaTHULbGUuxiw,40.71197,-73.96383,11249,2.0
1871 House,2wuFLauUeZakcGjlxeDbHw,40.76424,-73.96739,10065,4.0
Portside Towers Apartments,b3u-NZr89T0wVlhlsBs-gg,40.711898365044284,-74.03946837123624,07302,3.0
Constantine Village,FsQNWfGi9WCMrQfxCV426Q,40.7148331,-74.38805,07901,4.5
All Points Real Estate,3RrZ6wpXT23u2AkSjHEPeA,40.6913399,-73.99101,11201,3.5
55 Hope,iaakKy-pAXbh1WtN7C5TZw,40.713371,-73.955559,11211,3.5
Avalon Midtown West,t8negPzpIpi5ufXDrzRiHg,40.76189,-73.98541,10019,2.5
ACR Pro Contractors,y_vdwq0rge1qRFUP73cedA,40.6715814,-73.9932278,11215,5.0
The Regent At Liberty Harbor,Z45bYKzln3gVnB7h3IqzQg,40.7155609,-74.0475235,07302,4.5
New York City Home Improvement Construction Corporation,CCnjzK4wVNhuS9QLGntAXQ,40.7183233,-73.9799987,10002,5.0
TF Cornerstone,nVJ7ue6G0k5N6FR1Uk7EHA,40.75453,-73.997556,10001,4.5
110 Green Street,h_dcKfPQYP6bAuqPcH7nRg,40.733442,-73.956463,11222,2.0
Avalon Yonkers,gXAvMHdLFEAXqBpc8yfPow,40.93963,-73.9018,10701,3.0
Gold Street Lofts,y5GFDMTWaxSIFZlH_HnYrA,40.701961,-73.982475,11201,1.5
1209 Dekalb Apartments,8PHbSgF6237QEV_SVm27bA,40.69570875146015,-73.92789021561062,11221,2.0
77 Saint Marks Place Apartment Building,bhcIGC0Pu9KzobGrZNEkTA,40.72797,-73.985596,10003,1.0
KJD AV Design,vE3hutw6avdy0fUqbJbvtg,40.6924,-73.92621,11221,5.0
Tribeca Tower Luxury Apartments,cjXwIj9v6TFra3D-3VRgQg,40.7156376,-74.0059753,10007,2.5
Astoria Tower 31,0arSUfv7M5QNi3qMRnr7og,40.76266,-73.925214,11106,2.0
Flatbush Gardens,O96h9ZgWPq1yNDLQjA01PA,40.638377,-73.944235,11210,1.5
Vandeck Builders,UDKDaPzC_5U_DQioRled7w,40.606554,-73.953013,11229,4.5
The Grande at Metro Park,DgBHNEPVWAv2h_fQWefJPg,40.556745,-74.317593,08830,3.5
Xchange At Secaucus Junction,L5cLV0doWJWmAzckeIkJ-w,40.76439,-74.081236,07094,3.0
Vermella Lyndhurst,aLSTIhVVf42OcmDfhb76QA,40.803582,-74.114254,07071,5.0
OfficeOps,xxDVB_k7mQ5iRjIj-C0I7A,40.705357,-73.930364,11237,3.0
16 Bennett,r1GBO8L3OjXV1aLDgtaefw,40.73841,-74.03023,07304,1.0
Little Wolf Cabinet Shop,4v2MQ59RN-Ac0couvBJbVg,40.77466,-73.9514,10028,5.0
50 Rector Park,pbPfIccJh-ObjmrO_NDWKw,40.7414981903603,-74.1663498803973,07102,5.0
Corporate Oakwood,LIi23IFPHpyh2KmH2PMXnA,40.7625862,-73.986467,10019,1.0
Element Condos & Apts,cqwVu8GPWEzC0zkGSJVU8A,40.771598815918,-73.9893951416016,10023,4.0
The Cole Apartments,slnH7v6ATGmQ3PGjL6B2uA,40.780089,-73.9475076,10128,4.0
Ellipse Apartments,pfoQOfkmcIQ3tw8k3OxVGg,40.7311415,-74.0324054,07310,3.0
20 Broad,RI-7I5fBAaW2Z6Je064jjA,40.70651,-74.01124,10005,2.5
Observer Park Apartments,QIuUlL4C82s3C4WO0cRI3A,40.7360175246092,-74.0328177809715,07030,3.0
Pink Dorms,gUiaxkCdvUfDXhDH_zdHYg,40.732381,-73.98434,10003,2.5
Windsor at Mariners,5Q53qD0eUyHQ2GXKdmoXvw,40.827176,-73.9724644,07020,4.5
Christie Property Group,5J6ff5HR-PbTof-OXQ9w6g,40.7077309,-74.0077612,10038,4.0
Edgewater Towne Center,0gbgnfxa4y5pqsqkq9WDKw,40.825033,-73.973404,07020,5.0
Clinton Street Lofts,Wtapo9HjkOug48ewkLwg3g,40.73613,-74.1707799,07102,4.0
333 Rector Pl,7baDlIiB6bfSRQ1i3T5jag,40.70957,-74.01733,10280,3.0
Jamella Swift - Keller Williams NYC,Wvl8evBok7oYIIckf7kHMw,40.7501421,-73.9782738,10016,4.5
230 W 105,3pncNdI47lb8zz5xltpkLw,40.8002373576164,-73.9674624055624,10025,5.0
Universal Realty Group,jBN71ycYU2jSI2fpnOeAvA,40.72847,-73.98522,10003,4.5
Independence Plaza,Qhsg9_16arDlfLgUnp9E-A,40.71897,-74.01076,10013,1.5
Brownstone Real Estate,2atr5aABS4I3OLYzI5lpaA,40.6849602,-73.9949566,11231,4.0
Andrew Jackson Condominium,3KMl-VvLeZaCe3UKUmpv0w,40.75002,-73.89567,11372,3.0
Silver Suites Residences,2-UkbupZN-YmKnSA5tGtzA,40.7608913,-73.9988421,10036,4.0
Mark Plus Lofts,gBQyhO7M1UKCtijoDlCb3g,40.675781,-73.956681,11238,1.5
